line_number,byte_offset,raw_line_sha256,message,kind,time_sec,wait_sec,vehicle_id,route_decision,route_index,link,position_m,omega,terminal_inside,physical_input_source_link
461,90251,7013ceab292133217f28ca787b4f1b379a64d7b3faa5845f1e0a7072e09d4d74,Warning	Simulation second 2517.0: After 45.0 seconds of waiting for lane change the vehicle 14322 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 14322,lane_change_removal,2517.0,45.0,14322,1159,1,310,85.8,outside,False,False
462,90503,10d0cf503b4a7ea0a43266e600db385a63bf0f55cc24bed482ca12140034c6bf,Warning	Simulation second 2520.0: After 45.0 seconds of waiting for lane change the vehicle 11455 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 11455,lane_change_removal,2520.0,45.0,11455,1159,1,310,93.3,outside,False,False
466,91354,4715f1a64f159eca1a51c55b83d8053f95b138076500c05e9d55850f0a36fa87,Warning	Simulation second 2530.0: After 45.0 seconds of waiting for lane change the vehicle 15820 (on Static Vehicle Route 1142 - 1) was removed from link 80 at position 372.5.	Network object type: Vehicle	Network object keys: 15820,lane_change_removal,2530.0,45.0,15820,1142,1,80,372.5,outside,False,True
478,93721,496f573c7e97f1955e6a45dc6ef05ec6d060353199873fb79c9588422e12a55a,Warning	Simulation second 2562.0: After 45.0 seconds of waiting for lane change the vehicle 9557 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 9557,lane_change_removal,2562.0,45.0,9557,1113,3,329,113.0,inside,False,False
484,94976,1163e3c1eac5362f355e4ad29fac385f7befd51b10abb471c1c3115ac49f0e12,Warning	Simulation second 2565.0: After 45.0 seconds of waiting for lane change the vehicle 14144 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 14144,lane_change_removal,2565.0,45.0,14144,1159,1,310,85.8,outside,False,False
485,95228,5d5adb77f538e59af86d75838404cf145358113ab4f33fde266c4bc2c593a5d6,Warning	Simulation second 2569.0: After 45.0 seconds of waiting for lane change the vehicle 9478 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 9478,lane_change_removal,2569.0,45.0,9478,1159,1,310,93.3,outside,False,False
499,97929,d1e03bb22158275d19300984da8d2b2c2b005b75ebcd7f9d839240202faa2b3d,Warning	Simulation second 2592.0: After 45.0 seconds of waiting for lane change the vehicle 15921 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 15921,lane_change_removal,2592.0,45.0,15921,1124,1,66,2652.5,outside,False,True
506,99215,1a9d290fa2414407849da36dfae798e486474c9d9bf031dfe635db2a2a2a465c,Warning	Simulation second 2611.0: After 45.0 seconds of waiting for lane change the vehicle 7966 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 7966,lane_change_removal,2611.0,45.0,7966,1113,3,329,113.0,inside,False,False
508,99664,dc8293f54c6e21875a341262fe7cb80eedc95167ec7a0296a3164c4a20bdddab,Warning	Simulation second 2613.0: After 45.0 seconds of waiting for lane change the vehicle 14608 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 14608,lane_change_removal,2613.0,45.0,14608,1159,1,310,85.8,outside,False,False
512,100490,f54b8cb4cdd0fdb49b8c5710675ee0a88ebc64cac7f232ea30767e1ee556ee9e,Warning	Simulation second 2641.0: After 45.0 seconds of waiting for lane change the vehicle 16216 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 16216,lane_change_removal,2641.0,45.0,16216,1124,1,66,2652.5,outside,False,True
521,102298,c82ad44818c39c64a792ca90027dc2b77efe85ea0b6796e82fce4929ea0a9f2f,Warning	Simulation second 2661.0: After 45.0 seconds of waiting for lane change the vehicle 15247 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 15247,lane_change_removal,2661.0,45.0,15247,1159,1,310,85.8,outside,False,False
526,103329,786c07ae6a67e26861e9b2a65ed3c02f133acdec6da365ecc74ec20a6d1efcaf,Warning	Simulation second 2670.0: After 45.0 seconds of waiting for lane change the vehicle 16853 (on Static Vehicle Route 1142 - 2) was removed from link 80 at position 378.8.	Network object type: Vehicle	Network object keys: 16853,lane_change_removal,2670.0,45.0,16853,1142,2,80,378.8,outside,False,True
527,103581,98e6359a770211c7f5359f9a3dd4c0eb0828af6491a8fd0870f3464b1dba6795,Warning	Simulation second 2672.0: After 45.0 seconds of waiting for lane change the vehicle 19706 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 19706,lane_change_removal,2672.0,45.0,19706,1157,3,117,376.8,outside,False,True
528,103834,888059edc7a12f00417bed1682048aeb150037259db10a2cb72638614ce2442a,Warning	Simulation second 2673.0: After 45.0 seconds of waiting for lane change the vehicle 14230 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 14230,lane_change_removal,2673.0,45.0,14230,1159,1,310,93.3,outside,False,False
538,105886,b165d7ecc9e662dd0113cf558219ef55b99cd2fb8218ef5e9f7b2aa594f34272,Warning	Simulation second 2690.0: After 45.0 seconds of waiting for lane change the vehicle 16136 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 16136,lane_change_removal,2690.0,45.0,16136,1124,1,66,2652.5,outside,False,True
545,107288,1ae8244ba250814d3850de7714b841138cd3c514dc8d4ce7168e5a393866aa9e,Warning	Simulation second 2712.0: After 45.0 seconds of waiting for lane change the vehicle 15380 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 15380,lane_change_removal,2712.0,45.0,15380,1159,1,310,85.8,outside,False,False
546,107540,7c323238bb95c9020d0f123312b5eb4fe384b4d601654adfb3ff78113861b43d,Warning	Simulation second 2722.0: After 45.0 seconds of waiting for lane change the vehicle 16380 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 16380,lane_change_removal,2722.0,45.0,16380,1159,1,310,93.3,outside,False,False
547,107792,fd0f18bd913233d36e9960940162e94edc61b610bc70b115e68199f79ed15d14,Warning	Simulation second 2725.0: After 45.0 seconds of waiting for lane change the vehicle 20054 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20054,lane_change_removal,2725.0,45.0,20054,1157,3,117,376.8,outside,False,True
553,108997,12c698a6aa78bf1c23b2cb53deac829ea1d55f5a1a612e71693f076d807987d2,Warning	Simulation second 2747.0: After 45.0 seconds of waiting for lane change the vehicle 16508 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 16508,lane_change_removal,2747.0,45.0,16508,1124,1,66,2652.5,outside,False,True
554,109250,8edb77e9b4cb3bb439ccbc97f4cc9e746080f2bcfad6b864c06eefdb16dfedae,Warning	Simulation second 2749.0: After 45.0 seconds of waiting for lane change the vehicle 7101 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 7101,lane_change_removal,2749.0,45.0,7101,1113,3,329,113.0,inside,False,False
556,109699,da0780a32869f6e4644c4ffef577a6d3b5bee86604f9b917e7a458357701f490,Warning	Simulation second 2755.0: After 45.0 seconds of waiting for lane change the vehicle 12862 (on Static Vehicle Route 1119 - 1) was removed from link 40 at position 1250.7.	Network object type: Vehicle	Network object keys: 12862,lane_change_removal,2755.0,45.0,12862,1119,1,40,1250.7,inside,False,False
559,110330,a432bca1e1d433d661458c5d48fb4ff84cb4c96e1dc96d9724149ad6313df622,Warning	Simulation second 2761.0: After 45.0 seconds of waiting for lane change the vehicle 16684 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 16684,lane_change_removal,2761.0,45.0,16684,1159,1,310,85.8,outside,False,False
561,110761,96da701e49998b8e78908dec46791d76f3592ae97ecee476c4e24ccc5dea63f2,Warning	Simulation second 2774.0: After 45.0 seconds of waiting for lane change the vehicle 20418 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20418,lane_change_removal,2774.0,45.0,20418,1157,3,117,376.8,outside,False,True
566,111791,9f77477507a66cc5ba095832658bf151877ebb68c2f86fe437ebb22e2def004f,Warning	Simulation second 2797.0: After 45.0 seconds of waiting for lane change the vehicle 12052 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 12052,lane_change_removal,2797.0,45.0,12052,1113,3,329,113.0,inside,False,False
567,112044,5d663dc402b459120d176588a37d6951662901f92fee42fd652286eef88825b4,Warning	Simulation second 2797.0: After 45.0 seconds of waiting for lane change the vehicle 16982 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 16982,lane_change_removal,2797.0,45.0,16982,1124,1,66,2652.5,outside,False,True
568,112297,4478e82e27c351c738f259a09969b6cceb639a355e5eacc86c78a257ced71a48,Warning	Simulation second 2799.0: After 45.0 seconds of waiting for lane change the vehicle 18179 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 18179,lane_change_removal,2799.0,45.0,18179,1113,3,329,108.0,inside,False,False
570,112743,6b68a3e02557bd088d13c7d17d60dcd83ea23b55a7f6c91e0010794047f3f760,Warning	Simulation second 2818.0: After 45.0 seconds of waiting for lane change the vehicle 13221 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 13221,lane_change_removal,2818.0,45.0,13221,1159,1,310,93.3,outside,False,False
571,112995,2856b07854f18f1a94469291b069f764872b8551aa30a0517e9abe39fbb38870,Warning	Simulation second 2822.0: After 45.0 seconds of waiting for lane change the vehicle 20473 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20473,lane_change_removal,2822.0,45.0,20473,1157,3,117,376.8,outside,False,True
576,114029,05c481fb3a5f26cfb2dc7ae205d9791afe30430607d5e90423d8eeedd8ececd2,Warning	Simulation second 2833.0: After 45.0 seconds of waiting for lane change the vehicle 16120 (on Static Vehicle Route 1092 - 3: 우) was removed from link 1210021904 at position 138.1.	Network object type: Vehicle	Network object keys: 16120,lane_change_removal,2833.0,45.0,16120,1092,3,1210021904,138.1,outside,False,False
577,114293,8466b45f8eb2cdd2d27b0796744daf7a130571711064465bc7262438ad6a2bd6,Warning	Simulation second 2834.0: After 45.0 seconds of waiting for lane change the vehicle 18337 (on Static Vehicle Route 1142 - 1) was removed from link 80 at position 372.5.	Network object type: Vehicle	Network object keys: 18337,lane_change_removal,2834.0,45.0,18337,1142,1,80,372.5,outside,False,True
585,115878,9b0d4c7a1f18ea8a4bff1b943e27fc7e0056d1308a5b45cf0b7adab2754108d4,Warning	Simulation second 2867.0: After 45.0 seconds of waiting for lane change the vehicle 15657 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 15657,lane_change_removal,2867.0,45.0,15657,1159,1,310,93.3,outside,False,False
587,116330,93d39040d180adc02fe21eed346721f19a09e50e504a1e53f334310d86301967,Warning	Simulation second 2871.0: After 45.0 seconds of waiting for lane change the vehicle 20730 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20730,lane_change_removal,2871.0,45.0,20730,1157,3,117,376.8,outside,False,True
596,117996,b23ec0cd337598bec0a3cb9be8f1a54154fd68d6c928e6a195ac895f6f789bb7,Warning	Simulation second 2884.0: After 45.0 seconds of waiting for lane change the vehicle 8025 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 8025,lane_change_removal,2884.0,45.0,8025,1113,3,329,113.0,inside,False,False
598,118447,52dca6e2fc13b39ca947475eed3c444bab802cd96da2fedb65a85dac30caf3dd,Warning	Simulation second 2891.0: After 45.0 seconds of waiting for lane change the vehicle 17295 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 17295,lane_change_removal,2891.0,45.0,17295,1124,1,66,2652.5,outside,False,True
599,118700,9333102a1bc2ffe8026f24d14b00e681dde774b0d8736840793581a811b7ad13,Warning	Simulation second 2911.0: After 45.0 seconds of waiting for lane change the vehicle 17424 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 17424,lane_change_removal,2911.0,45.0,17424,1159,1,310,85.8,outside,False,False
601,119152,2d37a921fc69eaa775bb73cd958e688aaaa422e81a62f8cede7b2326336e6bf4,Warning	Simulation second 2919.0: After 45.0 seconds of waiting for lane change the vehicle 21475 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 21475,lane_change_removal,2919.0,45.0,21475,1157,3,117,376.8,outside,False,True
603,119603,00fd9d8c66d3e9f3f03ed25886d466aaad1fe1e885a6ceb8e5256ff94fe083a2,Warning	Simulation second 2933.0: After 45.0 seconds of waiting for lane change the vehicle 8414 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 8414,lane_change_removal,2933.0,45.0,8414,1113,3,329,113.0,inside,False,False
604,119854,2e47f448a8f045efd2985a5748787be84f1ee78998a6afadf1f4fd111e16cd9a,Warning	Simulation second 2939.0: After 45.0 seconds of waiting for lane change the vehicle 17768 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 17768,lane_change_removal,2939.0,45.0,17768,1124,1,66,2652.5,outside,False,True
606,120309,9019e5d9918ba8237d96a03e61e2f55245ac10d8592796875c6e6548219548e5,Warning	Simulation second 2960.0: After 45.0 seconds of waiting for lane change the vehicle 17324 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 17324,lane_change_removal,2960.0,45.0,17324,1159,1,310,85.8,outside,False,False
608,120759,b51d3a70bd5cd49c185110f4daf9b0a365c5465cd4929f2949d4ac54e400cfd4,Warning	Simulation second 2967.0: After 45.0 seconds of waiting for lane change the vehicle 16501 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 16501,lane_change_removal,2967.0,45.0,16501,1159,1,310,93.3,outside,False,False
610,121190,d1e86c511ceef516dc6d52a2cbeb4763599a5084d5ba794681fae3ac6729909d,Warning	Simulation second 2971.0: After 45.0 seconds of waiting for lane change the vehicle 18479 (on Static Vehicle Route 1155 - 3) was removed from link 73 at position 693.2.	Network object type: Vehicle	Network object keys: 18479,lane_change_removal,2971.0,45.0,18479,1155,3,73,693.2,outside,False,False
611,121442,51ab1fa8939b405bd6e08cc612f9aaa33bd142b17d8d8dfb8a4703b1a2ad47b7,Warning	Simulation second 2971.0: After 45.0 seconds of waiting for lane change the vehicle 21514 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 21514,lane_change_removal,2971.0,45.0,21514,1157,3,117,376.8,outside,False,True
625,124230,d0c499796ed766157bc8af1b4730165f79a475cf4366f5a14c32577c34b25b93,Warning	Simulation second 3007.0: After 45.0 seconds of waiting for lane change the vehicle 19267 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 80.8.	Network object type: Vehicle	Network object keys: 19267,lane_change_removal,3007.0,45.0,19267,1159,1,310,80.8,outside,False,False
626,124482,6a9aec473765e452d1a0d612fed50cf757e71756b73968bf22114cbac8f58615,Warning	Simulation second 3009.0: After 45.0 seconds of waiting for lane change the vehicle 18585 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 18585,lane_change_removal,3009.0,45.0,18585,1159,1,310,85.8,outside,False,False
628,124911,0f831f53c5ae0b88e68b7550deb206ad5770dfc7dd39afd61abbc5efd7acf3b4,Warning	Simulation second 3016.0: After 45.0 seconds of waiting for lane change the vehicle 13926 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 13926,lane_change_removal,3016.0,45.0,13926,1159,1,310,93.3,outside,False,False
629,125163,95c0f610a3f89750dd4792077cea6663e493d20fee241e6e91ea89df7efeb65c,Warning	Simulation second 3021.0: After 45.0 seconds of waiting for lane change the vehicle 18073 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 18073,lane_change_removal,3021.0,45.0,18073,1124,1,66,2652.5,outside,False,True
637,126792,b7deea753df9c88350121f2236c1361395ee36f4f740ce636fb89a47fbad15d2,Warning	Simulation second 3046.0: After 45.0 seconds of waiting for lane change the vehicle 8864 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 8864,lane_change_removal,3046.0,45.0,8864,1113,3,329,113.0,inside,False,False
650,129251,185b921ecfd38c3b5a40128c7a99179fd8ed2258cbe8be19eac789fadf451858,Warning	Simulation second 3059.0: After 45.0 seconds of waiting for lane change the vehicle 22453 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 22453,lane_change_removal,3059.0,45.0,22453,1157,3,117,376.8,outside,False,True
653,129878,09c53af7f69ae86f57636996092155229219c512ec07f2cfadb6a0666d8381d4,Warning	Simulation second 3068.0: After 45.0 seconds of waiting for lane change the vehicle 18035 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 18035,lane_change_removal,3068.0,45.0,18035,1159,1,310,85.8,outside,False,False
654,130130,19fde9f178a2c29ccc479e25770f5c6026857e9850b3428559ea187baaf327d3,Warning	Simulation second 3070.0: After 45.0 seconds of waiting for lane change the vehicle 17804 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 17804,lane_change_removal,3070.0,45.0,17804,1124,1,66,2652.5,outside,False,True
670,133039,d33fb06ff68c5a17ccd13c2524c413d1014d662938b6bd18ca614b73e439fb0f,Warning	Simulation second 3112.0: After 45.0 seconds of waiting for lane change the vehicle 15448 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 15448,lane_change_removal,3112.0,45.0,15448,1113,3,329,103.0,inside,False,False
672,133470,cea7f96db421d875854e97316c6a0ebd54787240a65964366b66b175e7932d3d,Warning	Simulation second 3117.0: After 45.0 seconds of waiting for lane change the vehicle 18472 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 18472,lane_change_removal,3117.0,45.0,18472,1159,1,310,85.8,outside,False,False
674,133921,b0bc200b5ab15592f0a55f0e24a1a815ccdc5c9d6722cf4673c7b5d74c7d6276,Warning	Simulation second 3119.0: After 45.0 seconds of waiting for lane change the vehicle 17617 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 17617,lane_change_removal,3119.0,45.0,17617,1159,1,310,93.3,outside,False,False
675,134173,f3f8906b90e9813c64ff6c03708da01b9555bd1ac0348b0e05f2f2d9ebece594,Warning	Simulation second 3119.0: After 45.0 seconds of waiting for lane change the vehicle 17839 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 17839,lane_change_removal,3119.0,45.0,17839,1124,1,66,2652.5,outside,False,True
681,135424,cb528b871a03e0b1786093e04d9f8a74f40472e2a6dc25a09316b41114c7d952,Warning	Simulation second 3153.0: After 45.0 seconds of waiting for lane change the vehicle 21860 (on Static Vehicle Route 1134 - 3) was removed from link 70 at position 175.1.	Network object type: Vehicle	Network object keys: 21860,lane_change_removal,3153.0,45.0,21860,1134,3,70,175.1,inside,False,False
685,136252,c0d6cf7345f7899da11df7894e95a5ad4367ac8a5fe57809753831d3114ff5a0,Warning	Simulation second 3157.0: After 60.0 seconds of waiting for lane change the vehicle 16088 (on Static Vehicle Route 1130 - 3) was removed from link 2 at position 1994.9.	Network object type: Vehicle	Network object keys: 16088,lane_change_removal,3157.0,60.0,16088,1130,3,2,1994.9,inside,False,False
686,136504,ca495af44f7473f0055d8b7c2c189d0525a4a9b92983014167493bb6cb6220b2,Warning	Simulation second 3162.0: After 45.0 seconds of waiting for lane change the vehicle 18601 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 18601,lane_change_removal,3162.0,45.0,18601,1113,3,329,103.0,inside,False,False
690,137192,0ade23d2828b47bbae8a86b15651f2a3113ce339667d728e586847e4529a0056,Warning	Simulation second 3165.0: After 45.0 seconds of waiting for lane change the vehicle 18639 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 18639,lane_change_removal,3165.0,45.0,18639,1159,1,310,85.8,outside,False,False
692,137622,58bbfe938ca57738966e244ddf60062f6cb75596463407a0f791bca4762acec8,Warning	Simulation second 3168.0: After 45.0 seconds of waiting for lane change the vehicle 14162 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 14162,lane_change_removal,3168.0,45.0,14162,1159,1,310,93.3,outside,False,False
693,137874,c44788dc0f47bca4f78b89b662c350b11589a91728af6ea430f90cd2c3d5b45d,Warning	Simulation second 3170.0: After 45.0 seconds of waiting for lane change the vehicle 15442 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 15442,lane_change_removal,3170.0,45.0,15442,1113,3,329,108.0,inside,False,False
701,139284,972a40778af6318d4439e3e637e9f5236bb9fce05c5ae598af48e0696010e15a,Warning	Simulation second 3180.0: After 45.0 seconds of waiting for lane change the vehicle 9728 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 9728,lane_change_removal,3180.0,45.0,9728,1113,3,329,113.0,inside,False,False
702,139535,e98118c41c387cc0c2b6aa37d08c2de6e39c328facb94af560736b912c0fd2b5,Warning	Simulation second 3188.0: After 45.0 seconds of waiting for lane change the vehicle 18911 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 18911,lane_change_removal,3188.0,45.0,18911,1124,1,66,2652.5,outside,False,True
710,141118,a8ef7e3dbc1acbe802977c1ba6a9fdcb18c46994c61b2b2d28059c5e092346d2,Warning	Simulation second 3220.0: After 45.0 seconds of waiting for lane change the vehicle 17094 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 17094,lane_change_removal,3220.0,45.0,17094,1113,3,329,108.0,inside,False,False
716,142329,80dea4c4f55190c906b964219d0d95e23a2cc80fa73ee6a840ece4888ac6d0dd,Warning	Simulation second 3225.0: After 60.0 seconds of waiting for lane change the vehicle 16875 (on Static Vehicle Route 1130 - 1) was removed from link 2 at position 1639.3.	Network object type: Vehicle	Network object keys: 16875,lane_change_removal,3225.0,60.0,16875,1130,1,2,1639.3,inside,False,False
718,142760,30eff35c5692f87abd5d13b20aa7d7c5c4ece9758be9d0c28451f4764230fb97,Warning	Simulation second 3229.0: After 45.0 seconds of waiting for lane change the vehicle 18184 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 18184,lane_change_removal,3229.0,45.0,18184,1113,3,329,113.0,inside,False,False
722,143586,a366431c87d190ef0e29c98104ec91394d115a58611608e725d3fede4963d157,Warning	Simulation second 3237.0: After 45.0 seconds of waiting for lane change the vehicle 18970 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 18970,lane_change_removal,3237.0,45.0,18970,1124,1,66,2652.5,outside,False,True
732,145643,088ffb65d185ab9bdd2af68bf2d48f536f67ff034533b069f31f4012f5f28285,Warning	Simulation second 3274.0: After 45.0 seconds of waiting for lane change the vehicle 18997 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 18997,lane_change_removal,3274.0,45.0,18997,1159,1,310,93.3,outside,False,False
737,146650,10680ec3c7af2f79ee3352d8cc4158bd92e2e71b5cfbe44f4123d683f6a7f74f,Warning	Simulation second 3286.0: After 45.0 seconds of waiting for lane change the vehicle 19097 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 19097,lane_change_removal,3286.0,45.0,19097,1124,1,66,2652.5,outside,False,True
745,148230,fabe42c630db225388a57972abf69239aa87294fe09ac17cfdf54fbeb9822f07,Warning	Simulation second 3311.0: After 45.0 seconds of waiting for lane change the vehicle 20979 (on Static Vehicle Route 1043 - 1: 좌) was removed from link 420 at position 712.2.	Network object type: Vehicle	Network object keys: 20979,lane_change_removal,3311.0,45.0,20979,1043,1,420,712.2,inside,False,False
749,149065,f81b6d610e7dfe6d1b8d1c742915e93ca66a72a8874c07700e249400738ea998,Warning	Simulation second 3323.0: After 45.0 seconds of waiting for lane change the vehicle 17063 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 17063,lane_change_removal,3323.0,45.0,17063,1159,1,310,93.3,outside,False,False
751,149494,af66f530eec7d09c3fbf040aee85ce484bf7b9f90409508c04a27f4332a4769e,Warning	Simulation second 3335.0: After 45.0 seconds of waiting for lane change the vehicle 19550 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 19550,lane_change_removal,3335.0,45.0,19550,1124,1,66,2652.5,outside,False,True
757,150742,6865f28c6e8076cf66730a8b31cfc62d5d771edb06e450a7b30391f5b8634655,Warning	Simulation second 3348.0: After 45.0 seconds of waiting for lane change the vehicle 15473 (on Static Vehicle Route 1119 - 1) was removed from link 40 at position 1250.7.	Network object type: Vehicle	Network object keys: 15473,lane_change_removal,3348.0,45.0,15473,1119,1,40,1250.7,inside,False,False
758,150995,ac144853e4efeb0f92249aa954361c7344489fd912004105f654b3910f4e865d,Warning	Simulation second 3351.0: After 45.0 seconds of waiting for lane change the vehicle 8059 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 8059,lane_change_removal,3351.0,45.0,8059,1113,3,329,113.0,inside,False,False
761,151690,8035c7bd121ffdbcd615663aa09e80e433c9bd6a52e162f198145e786fbe86cd,Warning	Simulation second 3364.0: After 60.0 seconds of waiting for lane change the vehicle 16644 (on Static Vehicle Route 1130 - 3) was removed from link 2 at position 1999.9.	Network object type: Vehicle	Network object keys: 16644,lane_change_removal,3364.0,60.0,16644,1130,3,2,1999.9,inside,False,False
762,151942,79ad021686ade0ea351b27b9024f9789536027a5e492340c4f6f12baead241a0,Warning	Simulation second 3368.0: After 60.0 seconds of waiting for lane change the vehicle 16009 (on Static Vehicle Route 1130 - 3) was removed from link 2 at position 1994.9.	Network object type: Vehicle	Network object keys: 16009,lane_change_removal,3368.0,60.0,16009,1130,3,2,1994.9,inside,False,False
764,152390,451da8ff75392b88ec431d0fd2f7d1d2e13f45558b082c590b076a29326f4f45,Warning	Simulation second 3377.0: After 45.0 seconds of waiting for lane change the vehicle 21971 (on Static Vehicle Route 1149 - 1) was removed from link 87 at position 58.5.	Network object type: Vehicle	Network object keys: 21971,lane_change_removal,3377.0,45.0,21971,1149,1,87,58.5,outside,False,False
