line_number,byte_offset,raw_line_sha256,message,kind,time_sec,wait_sec,vehicle_id,route_decision,route_index,link,position_m,omega,terminal_inside,physical_input_source_link
552,109623,9325025fe340892b6a6813d0c5d2c4eb8cf9a5e903655ac2a6337a37fcc9c9ff,Warning	Simulation second 2595.0: After 45.0 seconds of waiting for lane change the vehicle 8366 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 80.8.	Network object type: Vehicle	Network object keys: 8366,lane_change_removal,2595.0,45.0,8366,1159,1,310,80.8,outside,False,False
554,110073,bf9a6b25c9568f1c698ce94b001faf395e58341c87b2a53218a70ff037b487c5,Warning	Simulation second 2598.0: After 45.0 seconds of waiting for lane change the vehicle 6820 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 6820,lane_change_removal,2598.0,45.0,6820,1113,3,329,113.0,inside,False,False
561,111502,083be65a8acf8685a1aebdb072fab79b8c9c34af2473ca876220c93675dd3a7d,Warning	Simulation second 2605.0: After 45.0 seconds of waiting for lane change the vehicle 3419 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 3419,lane_change_removal,2605.0,45.0,3419,1113,3,329,103.0,inside,False,False
562,111753,cae12084b1e54ec428d450c82ba1d9e85fd8ae02a796184ce6968c7a17f8a285,Warning	Simulation second 2606.0: After 45.0 seconds of waiting for lane change the vehicle 6717 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 6717,lane_change_removal,2606.0,45.0,6717,1113,3,329,108.0,inside,False,False
572,113595,87fcf62b0c2d30ba75a025f68431cc987db886aba0ea12641abac017f5fe42b1,Warning	Simulation second 2647.0: After 45.0 seconds of waiting for lane change the vehicle 6022 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 6022,lane_change_removal,2647.0,45.0,6022,1113,3,329,113.0,inside,False,False
575,114220,aa1281703a0e9174a31f0c47ce2ae61c452a8157f1465a53a84bafdb14bac34e,Warning	Simulation second 2664.0: After 45.0 seconds of waiting for lane change the vehicle 10784 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 10784,lane_change_removal,2664.0,45.0,10784,1113,3,329,103.0,inside,False,False
576,114473,ff55767b2c49462a1fd2ff51a4f8b1ca29b096d542bba7817fbbc79d32df0877,Warning	Simulation second 2668.0: After 45.0 seconds of waiting for lane change the vehicle 14102 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 14102,lane_change_removal,2668.0,45.0,14102,1159,1,310,85.8,outside,False,False
578,114904,1eedf4cca3a175c7ff2cd7875fda46bbf588e1ebfed187653674c649bf548b88,Warning	Simulation second 2670.0: After 45.0 seconds of waiting for lane change the vehicle 16855 (on Static Vehicle Route 1142 - 2) was removed from link 80 at position 378.8.	Network object type: Vehicle	Network object keys: 16855,lane_change_removal,2670.0,45.0,16855,1142,2,80,378.8,outside,False,True
581,115550,d24d477e0951e2f8fd140cce693a30f026d61d8b7a58809225cfaf00011342ee,Warning	Simulation second 2672.0: After 45.0 seconds of waiting for lane change the vehicle 12168 (on Static Vehicle Route 1119 - 1) was removed from link 40 at position 1250.7.	Network object type: Vehicle	Network object keys: 12168,lane_change_removal,2672.0,45.0,12168,1119,1,40,1250.7,inside,False,False
582,115803,eb6abb32c24b374b35c047e1772aff4997cc6b5a4f071d1663781f985f386b97,Warning	Simulation second 2673.0: After 45.0 seconds of waiting for lane change the vehicle 15589 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 15589,lane_change_removal,2673.0,45.0,15589,1124,1,66,2652.5,outside,False,True
584,116253,d844a4049c57d3c40acb2d301195a956cdeca16b2302e15e77a7292c8f3a779e,Warning	Simulation second 2675.0: After 45.0 seconds of waiting for lane change the vehicle 13303 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 13303,lane_change_removal,2675.0,45.0,13303,1113,3,329,108.0,inside,False,False
585,116506,e1e7f8392cd415cff5cb97608a5040b58566ae703450bd981fc0586d1c96ed4c,Warning	Simulation second 2676.0: After 45.0 seconds of waiting for lane change the vehicle 19707 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 19707,lane_change_removal,2676.0,45.0,19707,1157,3,117,376.8,outside,False,True
591,117671,3a4ec9aeb0f8adbd03001b68a49f09ae0c327525850bf980698dbba4376fd7b2,Warning	Simulation second 2690.0: After 45.0 seconds of waiting for lane change the vehicle 16102 (on Static Vehicle Route 1113 - 3) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 16102,lane_change_removal,2690.0,45.0,16102,1113,3,321,90.3,inside,False,False
599,119327,125a45f33e42a755e7bd9243478a44f6bfa63e88c7d4e1e9bd9f6ccb6d1cc3cb,Warning	Simulation second 2719.0: After 45.0 seconds of waiting for lane change the vehicle 14322 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 14322,lane_change_removal,2719.0,45.0,14322,1159,1,310,85.8,outside,False,False
600,119579,66e97a7667c73989baf3845d1ac0b6524f894e0c2c39e4f620790908cba104a1,Warning	Simulation second 2722.0: After 45.0 seconds of waiting for lane change the vehicle 15689 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 15689,lane_change_removal,2722.0,45.0,15689,1124,1,66,2652.5,outside,False,True
601,119832,566a3e125713d536d0dcb8a4d5b1fd0bc3f65a740b4dd0854869b025fc2796e6,Warning	Simulation second 2725.0: After 45.0 seconds of waiting for lane change the vehicle 19926 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 19926,lane_change_removal,2725.0,45.0,19926,1157,3,117,376.8,outside,False,True
602,120085,60ea2a8dca7492aa81f4a1a0efb75260963cb9041aabeddd6367512582732931,Warning	Simulation second 2729.0: After 45.0 seconds of waiting for lane change the vehicle 13392 (on Static Vehicle Route 1113 - 1) was removed from link 329 at position 110.5.	Network object type: Vehicle	Network object keys: 13392,lane_change_removal,2729.0,45.0,13392,1113,1,329,110.5,inside,False,False
603,120338,2824427ddca61bbc982675110e95cac8b4aec878924176ce46887c553bea8b25,Warning	Simulation second 2731.0: After 45.0 seconds of waiting for lane change the vehicle 13324 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 13324,lane_change_removal,2731.0,45.0,13324,1113,3,329,103.0,inside,False,False
605,120790,6cce5be18e7e072253eece3f52a96d735b60ce39e841d20d34862562c72261a3,Warning	Simulation second 2739.0: After 45.0 seconds of waiting for lane change the vehicle 15704 (on Static Vehicle Route 1113 - 3) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 15704,lane_change_removal,2739.0,45.0,15704,1113,3,321,90.3,inside,False,False
607,121240,4b6bfc490b2dc2a36aa375a8d5c6df4a830e0e5fe627d4a3188eafa817a838df,Warning	Simulation second 2748.0: After 45.0 seconds of waiting for lane change the vehicle 4466 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 4466,lane_change_removal,2748.0,45.0,4466,1113,3,329,113.0,inside,False,False
612,122269,8b338d484d604bf4f6a8fa515ba93e9585762c1ce463057e9a07e8ab76b150bd,Warning	Simulation second 2768.0: After 45.0 seconds of waiting for lane change the vehicle 14870 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 14870,lane_change_removal,2768.0,45.0,14870,1159,1,310,85.8,outside,False,False
614,122698,4002e198293c64be68949d8e15a60247889a14dc56303a9d803dfa896a75421b,Warning	Simulation second 2774.0: After 45.0 seconds of waiting for lane change the vehicle 20054 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20054,lane_change_removal,2774.0,45.0,20054,1157,3,117,376.8,outside,False,True
618,123551,f799df0c8c0f579066f906cfe62b5602a68948aa8d755655125cd8992be7c4c5,Warning	Simulation second 2780.0: After 45.0 seconds of waiting for lane change the vehicle 13188 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 13188,lane_change_removal,2780.0,45.0,13188,1113,3,329,103.0,inside,False,False
622,124341,a2e96d9e21199ced29eea828d2d11de39c40d4c1da661daa27d4cab1ece8930e,Warning	Simulation second 2788.0: After 45.0 seconds of waiting for lane change the vehicle 16083 (on Static Vehicle Route 1113 - 3) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 16083,lane_change_removal,2788.0,45.0,16083,1113,3,321,90.3,inside,False,False
625,124969,cc92558a2852f6da62e7bdbf19ecb747ebf050547898f82cfc8c329b5453405c,Warning	Simulation second 2797.0: After 45.0 seconds of waiting for lane change the vehicle 8518 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 8518,lane_change_removal,2797.0,45.0,8518,1113,3,329,113.0,inside,False,False
637,127324,5a2677063f51fb194d6680bb0ecc64543cd1810dd5855559ca8c56bcfae9b282,Warning	Simulation second 2821.0: After 45.0 seconds of waiting for lane change the vehicle 16136 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 16136,lane_change_removal,2821.0,45.0,16136,1124,1,66,2652.5,outside,False,True
638,127577,975781795b3a2ef9e01fd996d0b8e1c1d9a4115739db3813ba6947825ac495a1,Warning	Simulation second 2826.0: After 45.0 seconds of waiting for lane change the vehicle 20411 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20411,lane_change_removal,2826.0,45.0,20411,1157,3,117,376.8,outside,False,True
641,128207,90d169ee509630984b2d4e3fdb2a253c3178e742f1bf0638f9ac08b018b689d0,Warning	Simulation second 2829.0: After 45.0 seconds of waiting for lane change the vehicle 13547 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 13547,lane_change_removal,2829.0,45.0,13547,1113,3,329,103.0,inside,False,False
643,128639,db9c758f5a503e057fa6c136d60e46db432fffe1e9a764ef0c85c02d62fa0c8d,Warning	Simulation second 2834.0: After 45.0 seconds of waiting for lane change the vehicle 16476 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 16476,lane_change_removal,2834.0,45.0,16476,1159,1,310,85.8,outside,False,False
644,128891,9b9697d56f001413f9b7654acf643014963ffa69fe68e22ef8fc84077327ccc6,Warning	Simulation second 2834.0: After 45.0 seconds of waiting for lane change the vehicle 18339 (on Static Vehicle Route 1142 - 1) was removed from link 80 at position 372.5.	Network object type: Vehicle	Network object keys: 18339,lane_change_removal,2834.0,45.0,18339,1142,1,80,372.5,outside,False,True
645,129143,4c54ec6f4b000b6b8e1f808657f091d3e883257bc7a3dfc87878ff9227533510,Warning	Simulation second 2835.0: After 45.0 seconds of waiting for lane change the vehicle 8522 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 8522,lane_change_removal,2835.0,45.0,8522,1113,3,329,108.0,inside,False,False
646,129394,bc1704c47b96d9447f1c6bf523c8d619a18a09abec23f480c517fe7922f95501,Warning	Simulation second 2837.0: After 45.0 seconds of waiting for lane change the vehicle 18264 (on Static Vehicle Route 1113 - 2) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 18264,lane_change_removal,2837.0,45.0,18264,1113,2,321,90.3,inside,False,False
651,130443,21c1df5d9a25ffa6287bb4a147e24aae2dad61ca16107c90e07e538037a3697d,Warning	Simulation second 2860.0: After 45.0 seconds of waiting for lane change the vehicle 9518 (on Static Vehicle Route 1085 - 1: 좌) was removed from link 1220020904 at position 170.7.	Network object type: Vehicle	Network object keys: 9518,lane_change_removal,2860.0,45.0,9518,1085,1,1220020904,170.7,outside,False,False
652,130705,919d4dd484604b2d86db13d2c8865d1cc057f14ef8131a1efbca255e02469bc0,Warning	Simulation second 2862.0: After 60.0 seconds of waiting for lane change the vehicle 15041 (on Static Vehicle Route 1130 - 1) was removed from link 2 at position 1644.3.	Network object type: Vehicle	Network object keys: 15041,lane_change_removal,2862.0,60.0,15041,1130,1,2,1644.3,inside,False,False
656,131557,13f6af269810882537481943191599df8e00f78539d5edd10383631204e725d8,Warning	Simulation second 2872.0: After 45.0 seconds of waiting for lane change the vehicle 16510 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 16510,lane_change_removal,2872.0,45.0,16510,1124,1,66,2652.5,outside,False,True
657,131810,5265dd4df56bb978a2ee7f2e97ec53e0fe9d4ebf0897ca6784051e120f973edd,Warning	Simulation second 2874.0: After 45.0 seconds of waiting for lane change the vehicle 20460 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20460,lane_change_removal,2874.0,45.0,20460,1157,3,117,376.8,outside,False,True
660,132384,7a556e7fda1ced41c75bc4a72e3ce64c95d471fc9c18230b110dda44642fba4e,Warning	Simulation second 2880.0: After 45.0 seconds of waiting for lane change the vehicle 14400 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 14400,lane_change_removal,2880.0,45.0,14400,1113,3,329,103.0,inside,False,False
661,132637,b29e41c70d91393dac7831ddb0dcb931dee9abc62a142673f4c6e7360c4a7107,Warning	Simulation second 2883.0: After 45.0 seconds of waiting for lane change the vehicle 16085 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 16085,lane_change_removal,2883.0,45.0,16085,1159,1,310,85.8,outside,False,False
662,132889,393f1dcb4228ebf13dbd2160a1c8a98b27d45d80eb22f50d1cd8f5eea781f8bc,Warning	Simulation second 2883.0: After 45.0 seconds of waiting for lane change the vehicle 8546 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 8546,lane_change_removal,2883.0,45.0,8546,1113,3,329,108.0,inside,False,False
666,133734,e9a148a10407742bac4872aa8eedc1bc3472a6cfa1dcf858c92eb7b97a8928c7,Warning	Simulation second 2896.0: After 45.0 seconds of waiting for lane change the vehicle 9635 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 9635,lane_change_removal,2896.0,45.0,9635,1113,3,329,113.0,inside,False,False
667,133985,75052df7efe097cb0fb40e4640fa943e59231705ef3a524f4fe2bd75b479616e,Warning	Simulation second 2900.0: After 45.0 seconds of waiting for lane change the vehicle 14426 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 14426,lane_change_removal,2900.0,45.0,14426,1159,1,310,93.3,outside,False,False
669,134413,2bda73747b20d60f77ef1d32e78476dffbae8e3554e8fbced4e6d14373764950,Warning	Simulation second 2910.0: After 45.0 seconds of waiting for lane change the vehicle 14992 (on Static Vehicle Route 1113 - 2) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 14992,lane_change_removal,2910.0,45.0,14992,1113,2,321,90.3,inside,False,False
674,135465,91948a397811165613cce03f95806fd19d653141797008bd1ff6590ffebe24fa,Warning	Simulation second 2923.0: After 45.0 seconds of waiting for lane change the vehicle 20715 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 20715,lane_change_removal,2923.0,45.0,20715,1157,3,117,376.8,outside,False,True
679,136355,70004b73aa0ba7d4e3ff57846a9b334ed686b4bc17c4f3d3464cec7950529c64,Warning	Simulation second 2931.0: After 45.0 seconds of waiting for lane change the vehicle 8627 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 8627,lane_change_removal,2931.0,45.0,8627,1113,3,329,108.0,inside,False,False
680,136606,22115a5cd41864b86bca777109e82459f7acc3a3f047b25a86d0d59f1f0ca2d1,Warning	Simulation second 2932.0: After 45.0 seconds of waiting for lane change the vehicle 11757 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 11757,lane_change_removal,2932.0,45.0,11757,1159,1,310,85.8,outside,False,False
681,136858,e4051f612cc3f4d61ac1af0c2a8ad35e6ac378b7532cfd022bf3bb517d3b62d8,Warning	Simulation second 2932.0: After 45.0 seconds of waiting for lane change the vehicle 14314 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 14314,lane_change_removal,2932.0,45.0,14314,1113,3,329,103.0,inside,False,False
685,137648,e45c393b5190111796121e3ccf9b1f5139c9f771e6746d418aa4b911f567e008,Warning	Simulation second 2935.0: After 45.0 seconds of waiting for lane change the vehicle 14227 (on Static Vehicle Route 1156 - 1) was removed from link 107 at position 476.1.	Network object type: Vehicle	Network object keys: 14227,lane_change_removal,2935.0,45.0,14227,1156,1,107,476.1,outside,False,False
686,137901,290d081cca08ffbff8b77a000e62e8978e0ad985a4af8d8fb3030bd0f3e630d3,Warning	Simulation second 2945.0: After 45.0 seconds of waiting for lane change the vehicle 9304 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 9304,lane_change_removal,2945.0,45.0,9304,1113,3,329,113.0,inside,False,False
690,138683,10646f55104755bb53345d06612cab9b2678ffe8716edfd798e275c605236371,Warning	Simulation second 2958.0: After 45.0 seconds of waiting for lane change the vehicle 16236 (on Static Vehicle Route 1113 - 2) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 16236,lane_change_removal,2958.0,45.0,16236,1113,2,321,90.3,inside,False,False
693,139293,e0dde70f88036c69ac977e5eb11946947628e1868f501a772c9d40ca9a42763c,Warning	Simulation second 2963.0: After 45.0 seconds of waiting for lane change the vehicle 15339 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 15339,lane_change_removal,2963.0,45.0,15339,1159,1,310,93.3,outside,False,False
695,139724,079d8da83980fb8dbf6dbebbd70397c7f96203bec999d819ced096b1b78854b0,Warning	Simulation second 2968.0: After 45.0 seconds of waiting for lane change the vehicle 15466 (on Static Vehicle Route 1143 - 3) was removed from link 84 at position 43.6.	Network object type: Vehicle	Network object keys: 15466,lane_change_removal,2968.0,45.0,15466,1143,3,84,43.6,outside,False,False
697,140174,b8562a486ce1c743f93bf0b6aded95d27565ce5a6fde24c06e7993941d81da65,Warning	Simulation second 2972.0: After 45.0 seconds of waiting for lane change the vehicle 21470 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 21470,lane_change_removal,2972.0,45.0,21470,1157,3,117,376.8,outside,False,True
698,140427,424dba4e7b5ed2d813c0c9f7729f5ef2afeeed7e903d4c570f2894eafbc38632,Warning	Simulation second 2974.0: After 45.0 seconds of waiting for lane change the vehicle 16984 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 16984,lane_change_removal,2974.0,45.0,16984,1124,1,66,2652.5,outside,False,True
700,140859,2b38e96d2d99515eaf65fc3ce23669d26849d07db422a62dc26d6fd9367105e3,Warning	Simulation second 2980.0: After 45.0 seconds of waiting for lane change the vehicle 8424 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 8424,lane_change_removal,2980.0,45.0,8424,1113,3,329,108.0,inside,False,False
702,141289,958975b10ad806a7b86e182fb6dc8489589d497b6303a6df7542b3611bbe8395,Warning	Simulation second 2981.0: After 45.0 seconds of waiting for lane change the vehicle 7969 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 7969,lane_change_removal,2981.0,45.0,7969,1159,1,310,85.8,outside,False,False
703,141539,05426dbdca3cd4c8c2e62d978eb898574493e62f8e5f1fe4da2464db9650163f,Warning	Simulation second 2989.0: After 45.0 seconds of waiting for lane change the vehicle 18067 (on Static Vehicle Route 1119 - 1) was removed from link 40 at position 1250.7.	Network object type: Vehicle	Network object keys: 18067,lane_change_removal,2989.0,45.0,18067,1119,1,40,1250.7,inside,False,False
705,141990,27a956f14f268a5fdf38af82d29e6bcf8711d7cdd47fc667042f89f5cd694754,Warning	Simulation second 2994.0: After 45.0 seconds of waiting for lane change the vehicle 6325 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 6325,lane_change_removal,2994.0,45.0,6325,1113,3,329,113.0,inside,False,False
706,142241,c8f5f7fccf17c747569d36b905b8e94dacacb5d0d39615eac3f7bebceace1f0a,Warning	Simulation second 3007.0: After 45.0 seconds of waiting for lane change the vehicle 15023 (on Static Vehicle Route 1113 - 3) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 15023,lane_change_removal,3007.0,45.0,15023,1113,3,321,90.3,inside,False,False
708,142669,1fd4326c877aab93e09c9159dde64ad35dad6acc58240682ab61cc7c63d8721c,Warning	Simulation second 3013.0: After 45.0 seconds of waiting for lane change the vehicle 8257 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 8257,lane_change_removal,3013.0,45.0,8257,1159,1,310,93.3,outside,False,False
709,142919,3e8ea390b1cbfd026ab88769924af71b2243e8425883adce51c880f3f22ee9a8,Warning	Simulation second 3020.0: After 45.0 seconds of waiting for lane change the vehicle 21502 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 21502,lane_change_removal,3020.0,45.0,21502,1157,3,117,376.8,outside,False,True
710,143172,6d7a358086bdb3fc56515d838b1863bd41b04c2e5b6aabee9a8d802d38d63c44,Warning	Simulation second 3023.0: After 45.0 seconds of waiting for lane change the vehicle 17078 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 17078,lane_change_removal,3023.0,45.0,17078,1124,1,66,2652.5,outside,False,True
712,143624,88d81ed235eed85a2533e2e66c3831e0f52a609a525d09d1bb5016c867eb2d19,Warning	Simulation second 3028.0: After 45.0 seconds of waiting for lane change the vehicle 14480 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 14480,lane_change_removal,3028.0,45.0,14480,1113,3,329,108.0,inside,False,False
713,143877,1ee08bace328ca90acb1f06cf709cb5cc9bc44f4396b0a195f3cdfebf5b22397,Warning	Simulation second 3030.0: After 45.0 seconds of waiting for lane change the vehicle 14086 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 14086,lane_change_removal,3030.0,45.0,14086,1113,3,329,103.0,inside,False,False
716,144530,a3669238885c4d6a44c0624a16ac2da13ac1a7dc994702c3fe6bd1af2b185fd0,Warning	Simulation second 3043.0: After 45.0 seconds of waiting for lane change the vehicle 5933 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 5933,lane_change_removal,3043.0,45.0,5933,1113,3,329,113.0,inside,False,False
721,145578,7e1eee84478eb14db3b5ab7f0da0fb57d7fe453f38cfe640aab849b0eb1aa407,Warning	Simulation second 3056.0: After 45.0 seconds of waiting for lane change the vehicle 16937 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 85.8.	Network object type: Vehicle	Network object keys: 16937,lane_change_removal,3056.0,45.0,16937,1159,1,310,85.8,outside,False,False
723,146008,61f8385753b27faf31e6d525345b6deccbd1a2b42acc81320d30a0508109c00d,Warning	Simulation second 3071.0: After 45.0 seconds of waiting for lane change the vehicle 22449 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 22449,lane_change_removal,3071.0,45.0,22449,1157,3,117,376.8,outside,False,True
725,146459,b722e0d7042cd719d3122cacc0014f223d6e9d6e92966e18f551f9baa9463a2f,Warning	Simulation second 3079.0: After 45.0 seconds of waiting for lane change the vehicle 13633 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 13633,lane_change_removal,3079.0,45.0,13633,1113,3,329,103.0,inside,False,False
726,146712,167c48d2a04ff0c0b8472af270f2f0a201be5977e76bafc791bbd15ea9403990,Warning	Simulation second 3079.0: After 45.0 seconds of waiting for lane change the vehicle 16792 (on Static Vehicle Route 1113 - 3) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 16792,lane_change_removal,3079.0,45.0,16792,1113,3,321,90.3,inside,False,False
727,146964,f6ec353d3027f05da15ba787c495cd7e990a9827720adfebd8e28e44747eb12f,Warning	Simulation second 3080.0: After 45.0 seconds of waiting for lane change the vehicle 13813 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 13813,lane_change_removal,3080.0,45.0,13813,1113,3,329,108.0,inside,False,False
732,147967,281736bdffcde61122018cef499b7218c41565d1ee2bb3975f1ab2f5af2343b1,Warning	Simulation second 3092.0: After 45.0 seconds of waiting for lane change the vehicle 9538 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 113.0.	Network object type: Vehicle	Network object keys: 9538,lane_change_removal,3092.0,45.0,9538,1113,3,329,113.0,inside,False,False
737,148945,d1e06ccdb19b3a5d490c3d6c92f964ff8e5800db2f7367ab599c1b862702a3fa,Warning	Simulation second 3111.0: After 45.0 seconds of waiting for lane change the vehicle 10406 (on Static Vehicle Route 1159 - 1) was removed from link 310 at position 93.3.	Network object type: Vehicle	Network object keys: 10406,lane_change_removal,3111.0,45.0,10406,1159,1,310,93.3,outside,False,False
740,149594,bc3dd3c49070b666683c5dc0d57cac8022c116a1405d76517ac0cf004466e09f,Warning	Simulation second 3120.0: After 45.0 seconds of waiting for lane change the vehicle 22523 (on Static Vehicle Route 1157 - 3) was removed from link 117 at position 376.8.	Network object type: Vehicle	Network object keys: 22523,lane_change_removal,3120.0,45.0,22523,1157,3,117,376.8,outside,False,True
741,149847,a963a771fa05f39b29885bbc0b5f4100117a0dba28530e342ce6ea867892c289,Warning	Simulation second 3121.0: After 45.0 seconds of waiting for lane change the vehicle 17292 (on Static Vehicle Route 1124 - 1) was removed from link 66 at position 2652.5.	Network object type: Vehicle	Network object keys: 17292,lane_change_removal,3121.0,45.0,17292,1124,1,66,2652.5,outside,False,True
743,150298,9f141178f86278970d3ba721b6b71e15cbaa515bc5312ece497a40f98f285b8d,Warning	Simulation second 3127.0: After 45.0 seconds of waiting for lane change the vehicle 13852 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 103.0.	Network object type: Vehicle	Network object keys: 13852,lane_change_removal,3127.0,45.0,13852,1113,3,329,103.0,inside,False,False
744,150551,591d557818db8592feee76a68c01e5481389b52098ffa66429a75e987deb9a7d,Warning	Simulation second 3128.0: After 45.0 seconds of waiting for lane change the vehicle 14239 (on Static Vehicle Route 1113 - 3) was removed from link 321 at position 90.3.	Network object type: Vehicle	Network object keys: 14239,lane_change_removal,3128.0,45.0,14239,1113,3,321,90.3,inside,False,False
745,150803,94ed485df31b07bba19603c20a6e82c2d2503f1dc1fb9d73707e0b8ffb31205a,Warning	Simulation second 3129.0: After 45.0 seconds of waiting for lane change the vehicle 9183 (on Static Vehicle Route 1113 - 3) was removed from link 329 at position 108.0.	Network object type: Vehicle	Network object keys: 9183,lane_change_removal,3129.0,45.0,9183,1113,3,329,108.0,inside,False,False
